최고기온,온열질환자,풍속,상대습도
32.21428571,10,2.285714286,79.62857143
28.6,8,1.285714286,93.45714286
27.81428571,1,1.742857143,84.22857143
27.15714286,0,1.4,81.55714286
24.91428571,1,2.257142857,74.71428571
23.64285714,0,2,77.98571429
26.9,0,2.357142857,68.1
27.21428571,0,1.9,75.97142857
27.45714286,1,2.128571429,78.05714286
28.82857143,2,1.742857143,80.32857143
30.28571429,3,1.685714286,80.28571429
33.25714286,13,3.142857143,69.28571429
30.84285714,5,2.471428571,73.9
28.41428571,2,2.957142857,87.5
27.17142857,1,1.742857143,84.75714286
28.11428571,0,1.942857143,84.7
26.51428571,0,2.028571429,80.72857143
27.64285714,0,1.842857143,77.91428571
29.31428571,0,1.785714286,54.44285714
26.21428571,0,2.1,65.98571429
27.11428571,0,2,78.25714286
25.15714286,0,2.271428571,81.98571429
25.58571429,2,2.114285714,82.88571429
26.3,1,1.914285714,78.27142857
24.51428571,0,1.7,89.02857143
26.61428571,0,3.657142857,78.05714286
28.5,1,2.357142857,85.71428571
35,26,2.1,74.05714286
35.47142857,26,2.228571429,69.85714286
31.18571429,3,1.757142857,77.95714286
28.71428571,1,1.871428571,82.87142857
28.24285714,0,2.685714286,81.51428571
27.87142857,0,1.928571429,81.97142857
25.37142857,0,1.785714286,69.37142857
25.9,0,1.842857143,64.75714286
24.15714286,1,1.714285714,88.31428571
26.7,0,1.8,82.04285714
27.01428571,1,1.785714286,84.21428571
27.17142857,0,1.814285714,83.64285714
28.14285714,1,1.442857143,92.01428571
28.8,2,1.571428571,86.75714286
27.81428571,1,1.714285714,86.27142857
33.08571429,9,1.985714286,83.85714286
31.65714286,3,1.442857143,90.07142857
33.57142857,29,1.571428571,82.24285714
31.88571429,5,2,81.77142857
29.71428571,1,2.442857143,79.3
26.37142857,0,2.857142857,78.88571429
26.92857143,0,1.528571429,91.94285714
25.08571429,0,1.685714286,92.78571429
23.11428571,0,2.814285714,82.1
28.45714286,4,1.628571429,65.02857143
25.34285714,0,2.242857143,66.38571429
24.7,0,2.142857143,71.88571429
28.27142857,1,1.514285714,76.41428571
28.35714286,0,1.757142857,83.87142857
29.65714286,2,2.128571429,88.57142857
32.37142857,3,2.257142857,77.92857143
34.1,10,1.671428571,75.37142857
29.64285714,2,1.657142857,84.38571429
30.48571429,1,1.685714286,87.58571429
31.28571429,0,2.028571429,84.28571429
27.35714286,0,1.871428571,91.4
31.5,8,2.385714286,78.44285714
27.41428571,3,2.442857143,67.94285714
27.21428571,0,1.6,83.91428571
24.1,0,2.171428571,67.31428571
25.65714286,0,1.457142857,77.37142857
26.62857143,0,1.571428571,76.54285714
20.65714286,1,2.414285714,82.55714286
28.11428571,2,1.457142857,72.27142857
28.7,1,2.085714286,82.75714286
25.42857143,0,2.514285714,92.98571429
28.61428571,25,1.414285714,86.38571429
34.08571429,25,1.514285714,75.22857143
34.58571429,22,1.671428571,74.11428571
33.45714286,8,2.457142857,74.78571429
31.5,9,1.857142857,81.1
30.77142857,7,2.057142857,79.54285714
30.84285714,3,2.471428571,79.22857143
28.38571429,1,1.928571429,89.74285714
26.67142857,0,1.9,78.02857143
23.65714286,0,2.314285714,83.78571429
24.75714286,2,1.742857143,71.24285714
25.02857143,3,1.557142857,76.25714286
27.35714286,8,1.585714286,68.21428571
27.5,2,1.471428571,75.4
27.42857143,5,1.442857143,78.01428571
28.54285714,12,1,78.47142857
28.65714286,10,1.314285714,84.74285714
32.02857143,27,1.842857143,78.64285714
31.1,16,2.371428571,72.75714286
28.58571429,12,2.728571429,81.77142857
28.42857143,1,1.428571429,78.88571429
28.01428571,1,1.771428571,84.71428571
26.75714286,0,1.342857143,81.15714286
27.42857143,0,1.371428571,78.57142857
28.38571429,15,1.628571429,53.91428571
26.2,2,1.857142857,65.9
25.75714286,1,1.657142857,78
25.31428571,0,2.057142857,77.51428571
25.5,4,1.7,80.7
27.08571429,1,1.728571429,75.15714286
25.52857143,1,1.442857143,83.68571429
27.12857143,5,2.714285714,75.82857143
27.41428571,1,1.514285714,88.8
33.34285714,46,1.757142857,82.15714286
33.37142857,32,1.628571429,79.37142857
31.12857143,19,1.214285714,77.91428571
29.05714286,1,1.042857143,82.18571429
27.8,0,1.457142857,82.65714286
28.17142857,0,1.442857143,82.6
26.3,0,1.457142857,68.12857143
27.84285714,4,1.428571429,62.75714286
26.1,0,1.642857143,81.18571429
27.92857143,1,1.685714286,81.21428571
26.94285714,2,1.257142857,87.08571429
27.05714286,1,1.5,85.65714286
28.85714286,13,1.085714286,91.48571429
29.54285714,6,1.014285714,87.21428571
30.08571429,1,1.371428571,81.61428571
34.58571429,32,1.728571429,85.08571429
33.32857143,23,1.285714286,85.97142857
35.02857143,77,1.242857143,80.55714286
33.97142857,49,1.4,77.6
32.2,14,1.6,72.07142857
26.62857143,0,1.585714286,75.31428571
28.41428571,2,1.057142857,86.14285714
26.1,0,1.114285714,86.77142857
24.68571429,0,1.371428571,73.31428571
28.55714286,5,1.871428571,63.72857143
26.95714286,3,1.828571429,64.8
27.34285714,1,1.9,65.51428571
29.48571429,5,1.542857143,75.64285714
28.04285714,3,1.5,85.82857143
29.05714286,3,1.7,93.31428571
31.42857143,16,1.985714286,88.74285714
33.61428571,27,1.442857143,85.61428571
31.94285714,24,1.257142857,83.4
33.42857143,15,1.442857143,81.58571429
33.97142857,20,1.614285714,79.48571429
28.98571429,6,1.4,89.82857143
31.98571429,9,1.514285714,85
29.42857143,4,1.714285714,66.58571429
27.72857143,0,1.1,81.15714286
25.4,3,1.857142857,66.62857143
27.17142857,7,1.385714286,76.51428571
27.78571429,9,1.471428571,78.58571429
22.94285714,0,2.014285714,79.44285714
28.32857143,2,1.4,74.74285714
27.2,5,1.614285714,89.68571429
26.5,5,1.8,90.81428571
29.6,54,1.357142857,87.95714286
34.58571429,87,1.342857143,81.08571429
34.97142857,92,1.4,82.01428571
35.01428571,53,1.842857143,74.97142857
33.58571429,36,1.557142857,83.77142857
32.38571429,64,1.657142857,79.31428571
31.34285714,11,2.242857143,81.2
28.64285714,6,1.442857143,93.57142857
26.42857143,2,1.185714286,83.37142857
24.8,0,1.5,81.77142857
26.88571429,0,2.557142857,66.34285714
27.51428571,0,1.742857143,66.91428571
28.65714286,0,1.757142857,65.57142857
29.15714286,0,1.657142857,68.71428571
28.07142857,0,1.8,73.6
28.97142857,0,2.271428571,73.84285714
28.45714286,1,1.642857143,79.64285714
32.28571429,8,2.942857143,72.31428571
31.44285714,6,2.557142857,69.68571429
29.1,3,2.642857143,79.02857143
28.68571429,1,1.642857143,73.9
27.8,0,1.757142857,81.62857143
27.21428571,0,1.328571429,80.07142857
28,0,1.828571429,73.34285714
29.84285714,1,1.542857143,46.34285714
28.21428571,0,2,54.25714286
28.54285714,1,2.171428571,62.78571429
27.77142857,0,1.714285714,76.04285714
26.61428571,0,1.471428571,79.78571429
27.74285714,2,1.571428571,76.95714286
28.1,5,1.542857143,84.07142857
29.1,2,2.642857143,80.84285714
30,3,2.057142857,87.71428571
33.01428571,19,1.828571429,83.97142857
34.24285714,17,2.014285714,75.28571429
30.77142857,4,1.342857143,81.91428571
28.91428571,0,1.371428571,83.9
28.07142857,1,1.3,82.77142857
29.18571429,0,1.285714286,80.87142857
27.57142857,0,1.528571429,65.17142857
27.6,3,1.414285714,68.3
27,3,1.357142857,79.31428571
28.2,3,1.7,78.85714286
27.94285714,2,1.714285714,86.14285714
26.97142857,1,1.9,84.6
29.81428571,6,1.942857143,92.07142857
29.4,1,1.442857143,86.37142857
31.61428571,8,1.8,77.35714286
34.12857143,21,2.2,79.52857143
34.02857143,15,1.085714286,78.92857143
34.91428571,12,1.085714286,81.42857143
34.55714286,9,1.142857143,79.35714286
32.9,5,1.385714286,78.9
27.98571429,0,2.585714286,75.82857143
29.91428571,2,1.114285714,82.24285714
27.3,0,1.585714286,87.77142857
26.24285714,0,1.842857143,72.91428571
28.61428571,0,1.514285714,57.84285714
26.9,0,1.871428571,67.74285714
30.34285714,1,1.442857143,60.67142857
31.91428571,2,1.242857143,67.92857143
29.64285714,0,1.471428571,84.54285714
30.64285714,2,2.342857143,92.31428571
31.62857143,4,1.8,90.95714286
32.67142857,12,1.642857143,87.94285714
33.62857143,13,1.6,82.61428571
33.45714286,21,1.357142857,86.7
33.75714286,12,1.328571429,82.08571429
28.98571429,2,1.285714286,91.72857143
31.74285714,2,2.114285714,86.07142857
28.64285714,1,1.842857143,69.22857143
27.2,0,1.157142857,82.77142857
26.81428571,0,1.657142857,59.64285714
28.78571429,3,1.342857143,69.24285714
29.91428571,2,1.228571429,70.28571429
27.95714286,1,1.6,75.2
29.92857143,1,1.428571429,70.91428571
29.44285714,1,1.928571429,85.87142857
29.04285714,1,2.128571429,88.34285714
31.42857143,9,1.742857143,82.9
35.55714286,16,1.114285714,75.15714286
36.55714286,29,1.657142857,74.17142857
36.77142857,20,1.8,68.51428571
36.34285714,16,1.285714286,78.27142857
35.05714286,10,2.128571429,68.58571429
32.21428571,5,2.542857143,77.15714286
28.61428571,4,1.928571429,92.9
27.31428571,0,1.442857143,81.2
26.78571429,0,1.685714286,79.4
23.62857143,0,2.728571429,79.98571429
23.9,0,2.828571429,81.57142857
25.6,0,3.114285714,77.92857143
25.8,2,2.685714286,81.37142857
26.44285714,0,2.357142857,84.22857143
27.61428571,5,2.585714286,85.7
26.98571429,0,3.271428571,90.32857143
29.64285714,6,4.942857143,84.55714286
30.21428571,3,2.8,78.97142857
27.15714286,3,4.628571429,89.18571429
27.4,0,2.542857143,84.31428571
26.92857143,0,3.857142857,88.22857143
26.07142857,0,2.828571429,84.85714286
26.74285714,0,3.171428571,80.84285714
25.72857143,1,2.257142857,64.72857143
24.94285714,0,2.657142857,70.54285714
24.37142857,0,2.414285714,85.41428571
24.3,0,2.8,81.9
25.31428571,0,2.557142857,82.17142857
25.4,0,2.942857143,78.15714286
24.94285714,0,2.614285714,84.95714286
25.57142857,0,4.471428571,79.84285714
27.41428571,0,4.242857143,88.58571429
31.25714286,24,3.9,80.72857143
31.38571429,6,3.671428571,78.42857143
29.9,3,2.6,76.3
28.51428571,0,2.357142857,79.18571429
27.5,0,3.314285714,81.1
28.12857143,0,2.728571429,80.57142857
24.52857143,0,2.942857143,65.45714286
25.65714286,0,3,62.14285714
24.44285714,2,2.571428571,81.8
25.52857143,0,3.028571429,82.92857143
25.95714286,0,3.028571429,85.67142857
25.42857143,0,3.985714286,85.22857143
27.01428571,3,2.657142857,91.08571429
27.82857143,2,2.514285714,84.64285714
28.42857143,1,2.728571429,77.67142857
31.55714286,22,4.471428571,82.44285714
31.78571429,19,2.142857143,78.54285714
33.87142857,40,2.757142857,71.12857143
33.42857143,19,2.642857143,71.47142857
31.18571429,3,3.157142857,69.2
26.8,1,4.357142857,75.1
28.52857143,0,2.014285714,79.01428571
26.32857143,0,2.4,81.74285714
24.75714286,0,3.457142857,71.22857143
24.88571429,2,3.357142857,67.17142857
24.55714286,0,3.342857143,62.91428571
24.31428571,0,3.1,64.21428571
26.32857143,1,2.714285714,74.85714286
26.27142857,0,2.814285714,80.84285714
27.12857143,1,3.871428571,89.27142857
28.67142857,3,4.457142857,84.65714286
30.77142857,19,3.514285714,80.37142857
30.02857143,11,2.485714286,75.58571429
32.01428571,11,2.557142857,73.75714286
32.71428571,10,2.557142857,70.8
28.04285714,1,2.428571429,82.48571429
30.31428571,5,4.014285714,76.48571429
28.72857143,0,3.014285714,61.71428571
27.27142857,0,2.242857143,75.57142857
23.67142857,0,2.971428571,64.64285714
25.12857143,0,2.271428571,72.07142857
25.32857143,0,3.114285714,73.88571429
22.75714286,0,3.014285714,73.61428571
27.14285714,0,2.485714286,69.07142857
25.27142857,0,4,89.15714286
26,1,3.257142857,87.58571429
27.98571429,19,3,82.75714286
31.85714286,34,2.585714286,72.54285714
33.1,72,3.2,73
33.98571429,37,3.4,67.2
32.32857143,19,2.628571429,73.94285714
31.58571429,17,3.114285714,71.58571429
30.45714286,7,3.971428571,73.55714286
28.52857143,2,4.385714286,85.3
26.41428571,0,3.271428571,77.72857143
25.38571429,0,3.114285714,77.7
24.32857143,5,2.571428571,89.18571429
24.61428571,2,2.414285714,91.04285714
25.08571429,1,2,92.02857143
25.81428571,0,2.528571429,92.61428571
25.34285714,1,2.1,94
27.44285714,6,2.271428571,95.12857143
26.61428571,5,2.257142857,97.92857143
29.67142857,14,3.142857143,95.35714286
29.72857143,6,2.685714286,90.02857143
27.92857143,18,2.385714286,96.38571429
27.15714286,3,2.485714286,95.1
26.17142857,5,2.071428571,97.25714286
25.6,2,2,97.47142857
26.27142857,0,2.1,93.57142857
26.44285714,5,2.457142857,76.34285714
24.85714286,6,2.728571429,75.84285714
26.7,1,2.914285714,78.58571429
25.44285714,2,2.571428571,83.88571429
24.84285714,0,2.585714286,83.7
24.8,3,2.285714286,82.45714286
26.82857143,4,1.685714286,83.91428571
27.54285714,8,3.285714286,85.54285714
28.47142857,9,2.785714286,87
31.38571429,38,2.814285714,84.82857143
32.92857143,29,3.014285714,79.21428571
29.71428571,12,2.128571429,83.41428571
28.48571429,1,1.628571429,84.44285714
27.25714286,1,2.214285714,83.9
28.32857143,1,2.042857143,82.18571429
25.11428571,3,2.171428571,84.07142857
24.71428571,3,2.428571429,86.47142857
25.25714286,2,2.157142857,91.28571429
26.04285714,3,2.957142857,92.3
25.97142857,2,2.6,94.82857143
25.54285714,1,3,93.57142857
28.01428571,10,2.857142857,95.55714286
27.47142857,3,2.414285714,93.8
30.22857143,10,3.128571429,85.6
32.28571429,41,3,90.54285714
32.22857143,28,1.785714286,88.61428571
34.04285714,41,2.314285714,86.81428571
33.28571429,23,2.457142857,86.58571429
31.52857143,14,2.142857143,88.41428571
28,0,4.942857143,80.82857143
28.61428571,3,2.2,89.11428571
27.27142857,0,1.728571429,91.95714286
25.32857143,0,1.857142857,82.84285714
25.97142857,5,3.414285714,74.34285714
24.4,2,3.642857143,81.6
26.17142857,1,3,77.34285714
27.94285714,6,2.4,84.35714286
27.55714286,2,2.428571429,92
29.4,3,3.8,95.67142857
29.64285714,17,3.2,95.57142857
31,46,2.771428571,94.08571429
32.01428571,33,2.4,88.38571429
33.12857143,35,2.714285714,89.11428571
32.01428571,23,2.628571429,90.98571429
28.32857143,7,2.957142857,95.12857143
30.97142857,15,3.785714286,91.85714286
27.75714286,0,3.914285714,78.82857143
26.02857143,0,2.2,90.02857143
24.61428571,1,2.8,62.98571429
25.6,0,2.6,73.88571429
26.64285714,6,2.785714286,74.18571429
26.1,2,3.114285714,72.14285714
26.97142857,4,2.671428571,75.28571429
27.31428571,4,3.285714286,85.01428571
28.34285714,0,3.085714286,81.47142857
29.87142857,27,2.957142857,78.22857143
32.77142857,69,2.142857143,76.72857143
33.75714286,67,3.385714286,75.1
34.51428571,49,2.828571429,71.68571429
34.18571429,47,2.857142857,77.72857143
34.08571429,34,2.942857143,64.78571429
31.22857143,10,3.757142857,75.04285714
29.48571429,2,3.3,83.85714286
27.34285714,0,3.285714286,74.57142857
26.65714286,0,2.342857143,74.62857143
23.72857143,0,2.785714286,79.15714286
24.15714286,0,3.014285714,79.17142857
24.01428571,0,2.528571429,80.4
24.51428571,0,2.485714286,81.6
26,1,3.114285714,75.11428571
26.57142857,0,3.085714286,85.64285714
26.9,0,1.728571429,86.64285714
29.85714286,3,2.428571429,79.57142857
29.9,2,3.185714286,77.44285714
28.72857143,9,2.957142857,82.7
26.84285714,2,2.4,82.6
27.17142857,0,2.4,85
26.62857143,0,2.985714286,86.75714286
27.11428571,0,2.671428571,79.9
24,1,2.314285714,67.25714286
23.92857143,0,1.971428571,76.51428571
26.98571429,0,1.957142857,76.02857143
24.74285714,0,2.028571429,81.74285714
24.98571429,0,2.857142857,85.15714286
25.75714286,0,2.528571429,79.71428571
26.02857143,2,3.157142857,88.05714286
29.14285714,2,3.557142857,76.31428571
30.41428571,4,3.514285714,79.92857143
31.84285714,10,2.285714286,80.54285714
32.07142857,15,2.371428571,73.9
29.77142857,3,2.385714286,75.8
28.2,0,2.485714286,83.14285714
27.25714286,0,2.728571429,78.98571429
27.58571429,1,2.257142857,76.3
23.55714286,0,2.057142857,74.75714286
24.04285714,1,2.542857143,70.32857143
24.02857143,0,1.785714286,86.82857143
25.18571429,0,2.171428571,81.94285714
27.85714286,0,3.085714286,86.57142857
26.52857143,2,2.9,83.4
31.11428571,15,2.828571429,79.05714286
28.41428571,3,2.614285714,85.82857143
30.77142857,8,2.9,76.74285714
32.75714286,29,2.071428571,76.8
31.81428571,13,2.385714286,77.68571429
32.95714286,19,2.528571429,74.44285714
32.72857143,14,2.771428571,72
30.35714286,4,2.928571429,75.94285714
27.8,0,4.371428571,72.45714286
27.75714286,1,2.042857143,76.11428571
26.95714286,0,2.6,79.95714286
24.82857143,0,2.871428571,74.11428571
25.51428571,0,2.128571429,62.94285714
25.35714286,0,3.185714286,68.71428571
24.51428571,0,3.028571429,76
25.87142857,1,1.928571429,80.51428571
26.14285714,0,1.571428571,87.64285714
32.91428571,3,2.814285714,75.61428571
30.84285714,11,2.685714286,79.2
34.22857143,21,2.528571429,72.38571429
32.55714286,13,2.8,76.51428571
34.2,13,3.242857143,75.94285714
32.57142857,7,2.771428571,74.72857143
31.4,5,2.842857143,76.84285714
32.7,5,2.657142857,74.44285714
28.51428571,2,2.571428571,63.74285714
27.57142857,0,2.5,76.92857143
22.9,0,3.1,73.14285714
24.12857143,0,2.114285714,81.7
24.77142857,0,2.171428571,81.18571429
24.17142857,0,3.242857143,79.02857143
25.1,0,2.271428571,80.5
28.57142857,0,3.242857143,79.67142857
27.12857143,2,3.342857143,85.92857143
29.74285714,11,2.614285714,83.18571429
30.92857143,14,2.128571429,77.5
31.98571429,17,2.442857143,77.97142857
32.24285714,12,2.971428571,79.15714286
32.57142857,21,2.728571429,79.11428571
32.05714286,7,3.657142857,74.84285714
31.07142857,1,4.428571429,80.02857143
32.11428571,10,2.428571429,77.95714286
28.82857143,1,2.5,74.87142857
25.88571429,0,2.757142857,80.98571429
26.92857143,0,2.157142857,65.72857143
27.6,2,1.942857143,73.17142857
28.74285714,2,1.671428571,69.72857143
29.75714286,0,1.928571429,70.51428571
30.08571429,1,1.557142857,73.3
30.5,2,1.928571429,75.35714286
30.48571429,0,1.885714286,78.58571429
30.42857143,3,2,81.92857143
32.04285714,3,2.171428571,76.18571429
28.7,2,2.257142857,82.82857143
28.3,2,1.414285714,82.57142857
26.72857143,0,1.385714286,87.62857143
28.74285714,2,1.671428571,78.27142857
28.2,0,1.685714286,74.62857143
28.4,2,1.7,55.9
27.52857143,1,1.9,62
29.6,1,2.042857143,65.21428571
27.87142857,0,1.6,76.8
28.3,2,1.557142857,77.21428571
29.17142857,0,1.842857143,71.02857143
28.31428571,7,1.771428571,76.92857143
28.41428571,5,2.285714286,76.4
29.15714286,0,1.571428571,85.38571429
32.01428571,8,1.542857143,81.41428571
33.62857143,25,1.728571429,78.08571429
31.02857143,6,1.428571429,80.45714286
29.84285714,0,1.357142857,81.51428571
28.3,0,1.728571429,79.94285714
28.87142857,2,1.442857143,79.65714286
26.01428571,1,1.085714286,63.17142857
26.97142857,0,1.242857143,58.78571429
27.55714286,1,1.314285714,67.23333333
27.75714286,0,1.342857143,75.22857143
29.02857143,4,1.571428571,73.44285714
28.57142857,2,1.385714286,74.44285714
28.21428571,13,1.285714286,85.88571429
28.61428571,7,1.385714286,78.98571429
30.54285714,13,1.4,76.27142857
31.12857143,6,1.042857143,83.27142857
33.05714286,36,0.885714286,79.54285714
33.58571429,31,1.028571429,74.8
33.72857143,21,0.985714286,71.41428571
31.11428571,9,1.6,71.4
25.64285714,1,2.157142857,81.2
28.52857143,1,0.757142857,80.57142857
27.05714286,0,1.014285714,79.94285714
24.64285714,0,1.442857143,73.14285714
27.67142857,1,1.571428571,54.45714286
25.27142857,0,1.885714286,60.3
28.51428571,4,1.542857143,53.3
31.07142857,4,1.342857143,54.92857143
29.28571429,2,1.428571429,71.8
29.88571429,5,1.314285714,79.62857143
30.27142857,17,1.285714286,78.28571429
30.17142857,25,0.985714286,79.01428571
29.92857143,7,1.357142857,75.18571429
31.72857143,33,1.257142857,72.32857143
30.32857143,15,1.2,73.15714286
26.8,2,1.671428571,78.48571429
29.28571429,6,1.542857143,71.7
25.62857143,0,1.114285714,64.22857143
26.2,0,0.842857143,69
24.25714286,0,1.842857143,58.91428571
27.64285714,2,1.257142857,62.27142857
28.24285714,1,1.585714286,65.41428571
25.54285714,0,2.328571429,62.21428571
28.77142857,3,1.371428571,61.45714286
29.34285714,3,1.385714286,73.35714286
27.8,3,2.2,74.61428571
28.95714286,9,1.471428571,74.58571429
33.38571429,36,1.042857143,66.71428571
34.91428571,51,1.071428571,67.7
35.88571429,66,1.428571429,60.1
34.1,34,1.557142857,65.84285714
34.34285714,37,2.185714286,54.78571429
30.71428571,4,2.2,64.85714286
28,3,1.428571429,79.68571429
27.18571429,0,1.6,70.08571429
25.05714286,0,1.771428571,70.28571429
23.68571429,2,2.371428571,73.21428571
23.47142857,2,2.057142857,74.77142857
26.84285714,2,2.328571429,67.07142857
29.14285714,3,1.885714286,68.88571429
27.88571429,4,1.771428571,72.82857143
28.61428571,5,1.371428571,77.51666667
30.64285714,2,1.485714286,75.67142857
34,9,2.357142857,66.12857143
33.18571429,2,1.8,69.72857143
27.65714286,6,2.771428571,85.72857143
26.64285714,0,1.642857143,84.11428571
27.67142857,0,1.757142857,84.98571429
25.88571429,0,1.914285714,82.45714286
27.44285714,0,1.528571429,77.63333333
31.01428571,2,2.014285714,57.31428571
27.72857143,0,2.114285714,61.98571429
29.6,0,2.085714286,72.25714286
26.1,3,2.157142857,76.37142857
26.42857143,0,2,79.05714286
27.88571429,0,1.757142857,73.88571429
24.35714286,2,1.757142857,85.75714286
27.7,3,3.6,73.55714286
28.92857143,6,2.128571429,81.11428571
36.07142857,27,1.528571429,72.14285714
36.9,29,1.828571429,69
32.12857143,5,1.457142857,77.6
28.62857143,1,1.442857143,83.28571429
28.35714286,1,2.014285714,81.55714286
28.11428571,0,1.514285714,83.47142857
27.72857143,0,2.057142857,64.45714286
28.32857143,3,2.285714286,59.41428571
25.92857143,1,1.857142857,81.3
28.22857143,1,2.114285714,73.52857143
28.72857143,2,1.914285714,75.65714286
29.28571429,0,2.242857143,76.47142857
29.52857143,12,1.8,86.1
30.04285714,5,1.357142857,78.88571429
30.51428571,4,1.3,74.42857143
35.25714286,21,2.128571429,74.15714286
34.2,27,1.328571429,80.27142857
36.85714286,35,1.942857143,68.77142857
34.92857143,20,1.857142857,72.87142857
31.57142857,4,2.185714286,72.47142857
26.7,0,2.842857143,75.6
27.77142857,1,1.328571429,88.84
25.7,0,1.185714286,89.55714286
23.85714286,1,2.428571429,80.28571429
31.25714286,0,2.271428571,60.4
27.55714286,1,2.642857143,61.08571429
28.34285714,3,2.171428571,65.64285714
32.41428571,3,2.142857143,65.44285714
30.22857143,2,2.1,75.01428571
32.14285714,3,2.428571429,77.58571429
35.5,18,2.8,69.84285714
36.14285714,13,2.085714286,70.8
31.14285714,6,1.914285714,81.65714286
31.04285714,29,1.685714286,84.2
31.54285714,12,2.014285714,81.22857143
27.51666667,4,1.5,88.83333333
32.54285714,11,2.042857143,77.04285714
27.27142857,0,2.128571429,73.88571429
25.25714286,1,1.885714286,84.04285714
27.74285714,0,2.171428571,67.77142857
30.65714286,3,1.957142857,69.28571429
26.02857143,3,2.642857143,75.71428571
24.47142857,0,1.985714286,74.95714286
31.71428571,3,1.928571429,67.61428571
28.35714286,7,2.457142857,88.9
23.01428571,4,2.928571429,91.64285714
34.92857143,34,1.285714286,80.21428571
37.22857143,66,1.671428571,73.62857143
35.7,82,2.371428571,76.15714286
36.52857143,41,1.842857143,74.14285714
32.34285714,29,1.228571429,85.2
31.11428571,27,2,79.07142857
30.3,7,2.114285714,85.6
28.97142857,6,1.814285714,88.4
26.95714286,0,1.971428571,81.11428571
23.22,0,1.58,88.76
